Número total de Estabelecimentos ou Unidades Locais - Industria
Sigla,Código,Município,1970,1975,1980,1985,1995,
BA,2929008,São Félix,16,17,18,11,9,
BA,2929057,São Félix do Coribe,,,,,21,
BA,2929107,São Felipe,17,8,9,15,23,
BA,2929206,São Francisco do Conde,10,8,16,12,8,
BA,2929255,São Gabriel,,,,,1,
BA,2929305,São Gonçalo dos Campos,16,24,26,21,16,
BA,2929354,São José da Vitória,,,,,4,
BA,2929370,São José do Jacuípe,,,,,1,
BA,2929404,São Miguel das Matas,7,6,3,4,4,
BA,2929503,São Sebastião do Passé,22,24,11,13,17,
BA,2929602,Sapeaçu,3,3,14,9,11,
BA,2929701,Sátiro Dias,16,19,15,8,2,
BA,2929750,Saubara,,,,,2,
BA,2929800,Saúde,6,12,11,7,6,
BA,2929909,Seabra,6,12,24,18,15,
BA,2930006,Sebastião Laranjeiras,7,6,15,7,2,
BA,2930105,Senhor do Bonfim,96,124,80,103,55,
BA,2930154,Serra do Ramalho,,,,,3,
BA,2930204,Sento Sé,17,41,25,4,5,
BA,2930303,Serra Dourada,9,11,17,44,1,
BA,2930402,Serra Preta,25,10,18,18,3,
BA,2930501,Serrinha,55,71,87,105,79,
BA,2930600,Serrolândia,4,11,35,62,5,
BA,2930709,Simões Filho,36,112,132,122,189,
BA,2930758,Sítio do Mato,,,,,4,
BA,2930766,Sítio do Quinto,,,,,0,
BA,2930774,Sobradinho,,,,,11,
BA,2930808,Souto Soares,2,5,3,4,1,
BA,2930907,Tabocas do Brejo Velho,1,2,10,16,0,
BA,2931004,Tanhaçu,31,24,20,20,14,
BA,2931053,Tanque Novo,,,,,13,
BA,2931103,Tanquinho,4,8,10,6,1,
BA,2931202,Taperoá,12,12,21,13,6,
BA,2931301,Tapiramutá,2,5,18,7,2,
BA,2931350,Teixeira de Freitas,,,,,160,
BA,2931400,Teodoro Sampaio,7,3,7,5,5,
BA,2931509,Teofilândia,8,11,9,11,6,
BA,2931608,Teolândia,2,5,2,4,5,
BA,2931707,Terra Nova,8,6,5,4,3,
BA,2931806,Tremedal,6,,1,3,1,
BA,2931905,Tucano,126,155,160,173,2,
BA,2932002,Uauá,7,6,8,27,7,
BA,2932101,Ubaíra,34,31,9,4,15,
BA,2932200,Ubaitaba,15,14,19,12,25,
BA,2932309,Ubatã,38,31,17,17,15,
BA,2932408,Uibaí,9,11,2,6,2,
BA,2932457,Umburanas,,,,,0,
BA,2932507,Una,6,10,9,58,21,
BA,2932606,Urandi,6,6,2,3,10,
BA,2932705,Uruçuca,9,7,7,10,11,
BA,2932804,Utinga,23,8,17,59,6,
BA,2932903,Valença,81,61,87,92,86,
BA,2933000,Valente,18,43,61,38,38,
BA,2933059,Várzea da Roça,,,,,3,
BA,2933109,Várzea do Poço,4,3,2,12,0,
BA,2933158,Várzea Nova,,,,,8,
BA,2933174,Varzedo,,,,,2,
BA,2933208,Vera Cruz,23,9,5,4,22,
BA,2933257,Vereda,,,,,1,
BA,2933307,Vitória da Conquista,137,152,212,581,461,
BA,2933406,Wagner,7,3,8,11,2,
BA,2933455,Wanderley,,,,,0,
BA,2933505,Wenceslau Guimarães,10,7,11,7,7,
BA,2933604,Xique-Xique,51,48,16,20,6,
BA,2999919,Trancoso,,,,,,
BA,2999929,Barcellos,,,,,,
BA,2999939,Olivença,,,,,,
BA,2999949,Villa Verde,,,,,,
CE,2300101,Abaiara,1,4,2,4,4,
CE,2300150,Acarapé,,,,,25,
CE,2300200,Acaraú,11,7,38,22,26,
CE,2300309,Acopiara,24,37,39,33,44,
CE,2300408,Aiuaba,1,4,4,3,62,
CE,2300507,Alcântaras,1,1,8,3,0,
CE,2300606,Altaneira,23,7,5,31,3,
CE,2300705,Alto Santo,3,4,6,5,19,
CE,2300754,Amontada,,,,,3,
CE,2300804,Antonina do Norte,6,7,4,6,2,
CE,2300903,Apuiarés,20,14,30,4,1,
CE,2301000,Aquiraz,61,83,147,55,43,
CE,2301109,Aracati,64,65,79,50,52,
CE,2301208,Aracoiaba,18,16,18,23,16,
CE,2301257,Ararendá,,,,,8,
CE,2301307,Araripe,16,14,15,31,4,
CE,2301406,Aratuba,28,4,5,5,4,
CE,2301505,Arneiroz,8,9,6,22,4,
CE,2301604,Assaré,5,7,12,9,8,
CE,2301703,Aurora,25,12,12,23,12,
CE,2301802,Baixio,3,1,3,2,6,
CE,2301851,Banabuiú,,,,,6,
CE,2301901,Barbalha,76,25,47,66,49,
CE,2301950,Barreira,,,,,15,
CE,2302008,Barro,15,7,12,23,12,
CE,2302057,Barroquinha,,,,,6,
CE,2302107,Baturité,62,13,30,34,57,
CE,2302206,Beberibe,16,29,64,93,14,
CE,2302305,Bela Cruz,15,5,28,8,27,
CE,2302404,Boa Viagem,6,9,25,26,27,
CE,2302503,Brejo Santo,32,17,21,39,25,
CE,2302602,Camocim,44,43,76,91,29,
CE,2302701,Campos Sales,16,20,16,13,27,
CE,2302800,Canindé,22,38,52,41,29,
CE,2302909,Capistrano,5,8,7,10,11,
CE,2303006,Caridade,7,2,13,5,4,
CE,2303105,Cariré,7,4,15,8,4,
CE,2303204,Caririaçu,8,9,11,8,9,
CE,2303303,Cariús,14,16,9,8,4,
CE,2303402,Carnaubal,5,40,65,5,17,
CE,2303501,Cascavel,73,81,83,55,61,
CE,2303600,Catarina,1,1,1,4,2,
CE,2303659,Catunda,,,,,3,
CE,2303709,Caucaia,49,84,74,63,227,
CE,2303808,Cedro,33,28,16,36,25,
CE,2303907,Chaval,25,30,33,30,12,
CE,2303931,Choró,,,,,2,
CE,2303956,Chorozinho,,,,,17,
CE,2304004,Coreaú,17,19,12,63,12,
CE,2304103,Crateús,58,40,64,40,56,
CE,2304202,Crato,124,104,135,209,146,
CE,2304236,Croatá,,,,,2,
CE,2304251,Cruz,,,,,28,
CE,2304269,Deputado Irapuan Pinheiro,,,,,2,
CE,2304277,Ererê,,,,,1,
CE,2304285,Eusébio,,,,,53,
CE,2304301,Farias Brito,36,23,25,49,12,
CE,2304350,Forquilha,,,,,9,
CE,2304400,Fortaleza,779,981,1427,1589,5782,
CE,2304459,Fortim,,,,,35,
CE,2304509,Frecheirinha,15,8,13,17,28,
CE,2304608,General Sampaio,4,1,8,5,3,
CE,2304657,Graça,,,,,0,
CE,2304707,Granja,11,11,29,50,17,
CE,2304806,Granjeiro,7,6,1,3,0,
CE,2304905,Groaíras,7,3,7,8,7,
CE,2304954,Guaiúba,,,,,7,
CE,2305001,Guaraciaba do Norte,11,13,18,12,18,
CE,2305100,Guaramiranga,22,3,3,3,4,
CE,2305209,Hidrolândia,4,11,12,15,6,
CE,2305233,Horizonte,,,,,53,
CE,2305266,Ibaretama,,,,,4,
CE,2305308,Ibiapina,15,3,3,7,8,
CE,2305332,Ibicuitinga,,,,,1,
CE,2305357,Icapuí,,,,,12,
CE,2305407,Icó,13,15,27,29,22,
CE,2305506,Iguatu,85,114,128,86,194,
CE,2305605,Independência,13,21,20,10,16,
CE,2305654,Ipaporanga,,,,,1,
CE,2305704,Ipaumirim,10,9,5,6,6,
CE,2305803,Ipu,24,24,48,34,29,
CE,2305902,Ipueiras,14,21,13,42,22,
CE,2306009,Iracema,7,10,14,16,15,
CE,2306108,Irauçuba,3,4,10,16,17,
CE,2306207,Itaiçaba,8,10,24,33,4,
CE,2306256,Itaitinga,,,,,36,
CE,2306306,Itapagé,24,38,30,90,307,
CE,2306405,Itapipoca,17,14,69,22,64,
CE,2306504,Itapiúna,9,10,13,7,7,
CE,2306553,Itarema,,,,,7,
CE,2306603,Itatira,3,7,6,2,1,
CE,2306702,Jaguaretama,4,4,20,12,35,
CE,2306801,Jaguaribara,10,3,4,7,13,
CE,2306900,Jaguaribe,22,38,40,46,106,
CE,2307007,Jaguaruana,35,64,98,169,145,
CE,2307106,Jardim,28,13,10,14,5,
CE,2307205,Jati,2,3,2,5,0,
CE,2307254,Jijoca de Jericoacoara,,,,,5,
CE,2307304,Juazeiro do Norte,239,218,222,279,491,
CE,2307403,Jucás,6,8,8,7,14,
CE,2307502,Lavras da Mangabeira,32,34,34,23,18,
CE,2307601,Limoeiro do Norte,48,20,76,35,96,
CE,2307635,Madalena,,,,,9,
CE,2307650,Maracanaú,,,,60,258,
CE,2307700,Maranguape,149,109,212,261,112,
CE,2307809,Marco,14,38,38,10,19,
CE,2307908,Martinópole,5,6,11,19,3,
CE,2308005,Massapê,18,5,16,17,17,
CE,2308104,Mauriti,17,6,28,28,13,
CE,2308203,Meruoca,2,2,4,3,1,
CE,2308302,Milagres,22,6,14,28,16,
CE,2308351,Milhã,,,,,10,
CE,2308377,Miraíma,,,,,0,
CE,2308401,Missão Velha,31,19,15,18,9,
CE,2308500,Mombaça,19,26,22,21,16,
CE,2308609,Monsenhor Tabosa,3,2,5,7,0,
CE,2308708,Morada Nova,26,27,53,65,47,
CE,2308807,Moraújo,1,3,1,37,1,
CE,2308906,Morrinhos,13,10,13,4,8,
CE,2309003,Mucambo,14,7,13,23,2,
CE,2309102,Mulungu,17,4,5,10,4,
CE,2309201,Nova Olinda,8,9,5,10,9,
CE,2309300,Nova Russas,31,26,38,34,49,
CE,2309409,Novo Oriente,1,15,12,6,9,
CE,2309458,Ocara,,,,,6,
CE,2309508,Orós,18,57,21,12,16,
CE,2309607,Pacajus,52,21,142,177,86,
CE,2309706,Pacatuba,80,53,51,42,28,
CE,2309805,Pacoti,24,4,3,8,12,
CE,2309904,Pacujá,5,3,13,12,5,
CE,2310001,Palhano,1,1,6,10,8,
CE,2310100,Palmácia,12,13,33,4,3,
CE,2310209,Paracuru,7,5,13,14,9,
CE,2310258,Paraipaba,,,,,17,
CE,2310298,Cococi,,,,,,
CE,2310308,Parambu,13,25,13,26,11,
CE,2310407,Paramoti,2,5,4,4,3,
CE,2310506,Pedra Branca,11,5,16,14,6,
CE,2310605,Penaforte,2,5,2,3,3,
CE,2310704,Pentecoste,13,8,30,18,20,
CE,2310803,Pereiro,7,5,8,5,3,
CE,2310852,Pindoretama,,,,,9,
CE,2310902,Piquet Carneiro,3,3,6,6,3,
CE,2310951,Pires Ferreira,,,,,2,
CE,2311009,Poranga,2,,3,3,3,
CE,2311108,Porteiras,2,1,2,7,3,
CE,2311207,Potengi,12,9,5,17,2,
CE,2311231,Potiretama,,,,,2,
CE,2311264,Quiterianópolis,,,,,2,
CE,2311306,Quixadá,66,59,62,91,66,
CE,2311355,Quixelô,,,,,6,
CE,2311405,Quixeramobim,39,59,40,32,79,
CE,2311504,Quixeré,22,8,39,46,28,
CE,2311603,Redenção,74,75,56,51,20,
CE,2311702,Reriutaba,13,20,19,39,4,
CE,2311801,Russas,29,59,131,140,156,
CE,2311900,Saboeiro,14,12,9,5,2,
CE,2311959,Salitre,,,,,1,
CE,2312007,Santana do Acaraú,14,12,26,59,9,
CE,2312106,Santana do Cariri,10,27,29,52,9,
CE,2312205,Santa Quitéria,16,16,12,21,26,
CE,2312304,São Benedito,13,4,18,20,25,
CE,2312403,São Gonçalo do Amarante,6,27,46,14,22,
CE,2312502,São João do Jaguaribe,5,3,15,9,12,
CE,2312601,São Luís do Curu,29,35,29,5,3,
CE,2312700,Senador Pompeu,33,22,23,15,27,
CE,2312809,Senador Sá,1,,2,2,1,
CE,2312908,Sobral,124,135,154,179,266,
CE,2313005,Solonópole,29,18,20,4,8,
CE,2313104,Tabuleiro do Norte,59,43,55,68,51,
CE,2313203,Tamboril,5,11,7,9,4,
CE,2313252,Tarrafas,,,,,0,
CE,2313302,Tauá,18,18,19,28,64,
CE,2313351,Tejuçuoca,,,,,6,
CE,2313401,Tianguá,47,15,19,32,64,
CE,2313500,Trairi,4,2,19,14,3,
CE,2313559,Tururu,,,,,3,
CE,2313609,Ubajara,19,10,24,17,30,
CE,2313708,Umari,12,2,5,2,0,
CE,2313757,Umirim,,,,,2,
CE,2313807,Uruburetama,35,47,52,45,21,
CE,2313906,Uruoca,2,4,15,15,0,
CE,2313955,Varjota,,,,,9,
CE,2314003,Várzea Alegre,20,29,26,38,36,
CE,2314102,Viçosa do Ceará,13,16,3,13,28,
CE,2399919,Entre Rios,,,,,,
CE,2399929,Mecejana,,,,,,
CE,2399939,Vertentes,,,,,,
DF,5300108,Brasília,403,625,1199,1066,2810,
ES,3200102,Afonso Cláudio,87,57,53,126,40,
ES,3200136,Águia Branca,,,,,9,
ES,3200169,Água Doce do Norte,,,,,6,
ES,3200201,Alegre,59,58,31,33,57,
ES,3200300,Alfredo Chaves,24,18,12,13,29,
ES,3200359,Alto Rio Novo,,,,,5,
ES,3200409,Anchieta,14,15,15,14,36,
ES,3200508,Apiacá,10,2,5,4,13,
ES,3200607,Aracruz,72,43,52,47,146,
ES,3200706,Atilio Vivacqua,18,14,5,4,50,
ES,3200805,Baixo Guandu,101,63,50,74,67,
ES,3200904,Barra de São Francisco,97,107,104,122,89,
ES,3201001,Boa Esperança,15,12,24,21,28,
ES,3201100,Bom Jesus do Norte,13,13,10,8,19,
ES,3201159,Brejetuba,,,,,,
ES,3201209,Cachoeiro de Itapemirim,390,292,382,298,889,
ES,3201308,Cariacica,110,150,180,198,454,
ES,3201407,Castelo,101,65,42,24,112,
ES,3201506,Colatina,348,338,257,233,440,
ES,3201605,Conceição da Barra,41,37,33,20,28,
ES,3201704,Conceição do Castelo,35,16,24,30,19,
ES,3201803,Divino de São Lourenço,7,1,4,,1,
ES,3201902,Domingos Martins,31,23,33,33,50,
ES,3202009,Dores do Rio Preto,8,6,8,3,8,
ES,3202108,Ecoporanga,71,56,40,15,50,
ES,3202207,Fundão,24,18,13,8,17,
ES,3202256,Governador Lindenberg,,,,,,
ES,3202306,Guaçuí,67,37,53,27,75,
ES,3202405,Guarapari,15,22,46,50,180,
ES,3202454,Ibatiba,,,,5,17,
ES,3202504,Ibiraçu,76,69,54,46,49,
ES,3202553,Ibitirama,,,,,1,
ES,3202603,Iconha,16,16,11,14,32,
ES,3202652,Irupi,,,,,3,
ES,3202702,Itaguaçu,49,25,19,27,41,
ES,3202801,Itapemirim,29,32,41,38,115,
ES,3202900,Itarana,24,19,17,26,19,
ES,3203007,Iúna,35,18,43,6,52,
ES,3203056,Jaguaré,,,,13,13,
ES,3203106,Jerônimo Monteiro,11,14,10,10,28,
ES,3203130,João Neiva,,,,,35,
ES,3203163,Laranja da Terra,,,,,20,
ES,3203205,Linhares,265,164,200,158,406,
ES,3203304,Mantenópolis,13,8,34,74,15,
ES,3203320,Marataízes,,,,,,
ES,3203346,Marechal Floriano,,,,,22,
ES,3203353,Marilândia,,,,58,27,
ES,3203403,Mimoso do Sul,53,68,42,45,66,
ES,3203502,Montanha,31,16,31,25,24,
ES,3203601,Mucurici,19,5,12,10,9,
ES,3203700,Muniz Freire,27,6,22,24,27,
ES,3203809,Muqui,42,23,24,14,23,
ES,3203908,Nova Venécia,128,68,72,59,144,
ES,3204005,Pancas,71,55,35,13,17,
ES,3204054,Pedro Canário,,,,25,17,
ES,3204104,Pinheiros,27,40,39,52,48,
ES,3204203,Piúma,9,3,7,19,27,
ES,3204252,Ponto Belo,,,,,,
ES,3204302,Presidente Kennedy,10,8,8,8,16,
ES,3204351,Rio Bananal,,,,5,27,
ES,3204401,Rio Novo do Sul,17,11,15,15,35,
ES,3204500,Santa Leopoldina,39,13,17,7,5,
ES,3204559,Santa Maria de Jetibá,,,,,30,
ES,3204609,Santa Teresa,83,57,88,60,119,
ES,3204658,São Domingos do Norte,,,,,15,
ES,3204708,São Gabriel da Palha,100,92,73,85,139,
ES,3204807,São José do Calçado,14,8,15,4,17,
ES,3204906,São Mateus,39,30,57,35,168,
ES,3204955,São Roque do Canaã,,,,,,
ES,3205002,Serra,36,61,126,163,689,
ES,3205010,Sooretama,,,,,,
ES,3205036,Vargem Alta,,,,,104,
ES,3205069,Venda Nova do Imigrante,,,,,66,
ES,3205101,Viana,8,20,32,34,76,
ES,3205150,Vila Pavão,,,,,18,
ES,3205176,Vila Valério,,,,,,
ES,3205200,Vila Velha,191,234,321,386,1332,
ES,3205309,Vitória,218,210,367,309,757,
ES,3299919,Riacho,,,,,,
ES,3299929,Ponte do Itabapoana,,,,,,
GO,5200050,Abadia de Goiás,,,,,,
GO,5200100,Abadiânia,8,13,7,3,11,
GO,5200134,Acreúna,,,21,22,31,
GO,5200159,Adelândia,,,,,2,
GO,5200175,Água Fria de Goiás,,,,,2,
GO,5200209,Água Limpa,5,7,5,1,0,
GO,5200258,Águas Lindas de Goiás,,,,,,
GO,5200308,Alexânia,9,20,30,9,37,
GO,5200506,Aloândia,4,5,6,5,0,
GO,5200555,Alto Horizonte,,,,,4,
GO,5200605,Alto Paraíso de Goiás,3,1,4,1,4,
GO,5200803,Alvorada do Norte,5,6,9,7,6,
GO,5200829,Amaralina,,,,,,
GO,5200852,Americano do Brasil,,,,10,6,
GO,5200902,Amorinópolis,2,12,10,7,4,
GO,5201108,Anápolis,293,358,428,399,667,
GO,5201207,Anhanguera,6,3,1,2,7,
GO,5201306,Anicuns,44,79,46,28,41,
GO,5201405,Aparecida de Goiânia,37,40,80,58,407,
GO,5201454,Aparecida do Rio Doce,,,,,8,
GO,5201504,Aporé,3,5,5,4,9,
GO,5201603,Araçu,12,12,8,10,10,
GO,5201702,Aragarças,12,21,13,7,10,
GO,5201801,Aragoiânia,7,13,20,6,13,
GO,5202155,Araguapaz,,,,8,9,
GO,5202353,Arenópolis,,,,7,9,
GO,5202502,Aruanã,3,23,10,4,6,
GO,5202601,Aurilândia,17,16,10,9,11,
GO,5202809,Avelinópolis,6,3,1,6,3,
GO,5203104,Baliza,1,2,,,1,
GO,5203203,Barro Alto,16,11,19,12,10,
GO,5203302,Bela Vista de Goiás,26,23,37,22,38,
GO,5203401,Bom Jardim de Goiás,13,17,17,9,7,
GO,5203500,Bom Jesus de Goiás,8,12,11,23,19,
GO,5203559,Bonfinópolis,,,,,5,
GO,5203575,Bonópolis,,,,,,
GO,5203609,Brazabrantes,10,10,5,4,9,
GO,5203807,Britânia,10,12,12,9,18,
GO,5203906,Buriti Alegre,12,18,18,24,27,
GO,5203939,Buriti de Goiás,,,,,4,
GO,5203962,Buritinópolis,,,,,0,
GO,5204003,Cabeceiras,4,3,7,15,8,
GO,5204102,Cachoeira Alta,6,19,14,21,13,
GO,5204201,Cachoeira de Goiás,2,1,1,2,2,
GO,5204250,Cachoeira Dourada,,,,10,9,
GO,5204300,Caçu,24,21,20,29,33,
GO,5204409,Caiapônia,5,18,27,44,16,
GO,5204508,Caldas Novas,13,13,34,23,108,
GO,5204557,Caldazinha,,,,,1,
GO,5204607,Campestre de Goiás,6,7,14,13,4,
GO,5204656,Campinaçu,,,,7,1,
GO,5204706,Campinorte,11,10,33,25,15,
GO,5204805,Campo Alegre de Goiás,5,3,1,13,2,
GO,5204854,Campo Limpo de Goiás,,,,,,
GO,5204904,Campos Belos,4,10,12,13,29,
GO,5204953,Campos Verdes,,,,,9,
GO,5205000,Carmo do Rio Verde,17,16,13,16,16,
GO,5205059,Castelândia,,,,,8,
GO,5205109,Catalão,72,68,100,88,152,
GO,5205208,Caturaí,12,5,2,1,6,
GO,5205307,Cavalcante,4,7,7,4,3,
GO,5205406,Ceres,75,72,60,58,50,
GO,5205455,Cezarina,,,,,20,
GO,5205471,Chapadão do Céu,,,,,7,
GO,5205497,Cidade Ocidental,,,,,17,
GO,5205513,Cocalzinho de Goiás,,,,,21,
GO,5205521,Colinas do Sul,,,,,3,
GO,5205703,Córrego do Ouro,8,6,6,3,10,
GO,5205802,Corumbá de Goiás,18,24,33,84,28,
GO,5205901,Corumbaíba,9,12,18,10,21,
GO,5206206,Cristalina,18,9,22,4,59,
GO,5206305,Cristianópolis,5,4,2,4,6,
GO,5206404,Crixás,8,45,52,10,11,
GO,5206503,Cromínia,5,7,8,14,2,
GO,5206602,Cumari,7,8,11,16,3,
GO,5206701,Damianópolis,,12,3,3,0,
GO,5206800,Damolândia,5,8,4,6,4,
GO,5206909,Davinópolis,2,4,5,6,9,
GO,5207105,Diorama,9,8,7,2,3,
GO,5207253,Doverlândia,,,,14,11,
GO,5207352,Edealina,,,,,4,
GO,5207402,Edéia,11,17,23,21,10,
GO,5207501,Estrela do Norte,8,7,14,18,15,
GO,5207535,Faina,,,,,5,
GO,5207600,Fazenda Nova,9,29,18,14,28,
GO,5207808,Firminópolis,22,27,25,20,38,
GO,5207907,Flores de Goiás,3,,4,2,2,
GO,5208004,Formosa,42,59,75,74,95,
GO,5208103,Formoso,4,22,25,17,13,
GO,5208152,Gameleira de Goiás,,,,,,
GO,5208301,Divinópolis de Goiás,2,2,4,,1,
GO,5208400,Goianápolis,12,12,7,11,8,
GO,5208509,Goiandira,12,12,12,20,12,
GO,5208608,Goianésia,51,85,93,52,113,
GO,5208707,Goiânia,714,839,1273,1313,4251,
GO,5208806,Goianira,13,12,18,11,25,
GO,5208905,Goiás,44,132,76,42,42,
GO,5209101,Goiatuba,47,57,59,61,64,
GO,5209150,Gouvelândia,,,,,3,
GO,5209200,Guapó,22,67,58,16,33,
GO,5209291,Guaraíta,,,,,0,
GO,5209408,Guarani de Goiás,1,2,2,,2,
GO,5209457,Guarinos,,,,,1,
GO,5209606,Heitoraí,11,17,10,7,5,
GO,5209705,Hidrolândia,18,33,19,25,29,
GO,5209804,Hidrolina,18,15,21,10,13,
GO,5209903,Iaciara,2,8,12,10,11,
GO,5209937,Inaciolândia,,,,,11,
GO,5209952,Indiara,,,,40,17,
GO,5210000,Inhumas,57,79,65,74,99,
GO,5210109,Ipameri,37,51,48,33,55,
GO,5210158,Ipiranga de Goiás,,,,,,
GO,5210208,Iporá,68,89,100,99,67,
GO,5210307,Israelândia,9,13,5,4,3,
GO,5210406,Itaberaí,47,78,62,33,45,
GO,5210562,Itaguari,,,,,11,
GO,5210604,Itaguaru,24,18,7,16,25,
GO,5210802,Itajá,14,11,34,53,17,
GO,5210901,Itapaci,13,21,29,22,15,
GO,5211008,Itapirapuã,22,30,33,16,17,
GO,5211206,Itapuranga,65,72,68,59,100,
GO,5211305,Itarumã,4,5,6,25,11,
GO,5211404,Itauçu,22,20,25,10,22,
GO,5211503,Itumbiara,88,151,166,145,210,
GO,5211602,Ivolândia,1,7,2,2,5,
GO,5211701,Jandaia,9,23,15,21,18,
GO,5211800,Jaraguá,26,53,47,42,293,
GO,5211909,Jataí,153,149,144,141,144,
GO,5212006,Jaupaci,8,13,5,5,10,
GO,5212055,Jesúpolis,,,,,2,
GO,5212105,Joviânia,11,12,11,11,21,
GO,5212204,Jussara,30,64,78,30,38,
GO,5212253,Lagoa Santa,,,,,,
GO,5212303,Leopoldo de Bulhões,13,12,14,13,8,
GO,5212501,Luziânia,26,67,182,95,267,
GO,5212600,Mairipotaba,4,4,5,5,5,
GO,5212709,Mambaí,4,10,2,4,0,
GO,5212808,Mara Rosa,14,16,47,45,21,
GO,5212907,Marzagão,1,3,1,2,9,
GO,5212956,Matrinchã,,,,,6,
GO,5213004,Maurilândia,5,11,12,5,5,
GO,5213053,Mimoso de Goiás,,,,,6,
GO,5213087,Minaçu,,,28,26,43,
GO,5213103,Mineiros,36,49,58,72,61,
GO,5213400,Moiporá,9,8,5,6,5,
GO,5213509,Monte Alegre de Goiás,6,2,6,3,7,
GO,5213707,Montes Claros de Goiás,9,16,22,10,21,
GO,5213756,Montividiu,,,,,12,
GO,5213772,Montividiu do Norte,,,,,3,
GO,5213806,Morrinhos,34,49,63,50,87,
GO,5213855,Morro Agudo de Goiás,,,,,3,
GO,5213905,Mossâmedes,11,21,16,21,7,
GO,5214002,Mozarlândia,4,14,14,18,12,
GO,5214051,Mundo Novo,,,,13,8,
GO,5214101,Mutunópolis,12,8,14,11,12,
GO,5214408,Nazário,17,22,17,19,16,
GO,5214507,Nerópolis,19,28,31,24,42,
GO,5214606,Niquelândia,5,27,54,68,57,
GO,5214705,Nova América,6,6,,7,4,
GO,5214804,Nova Aurora,5,10,6,11,5,
GO,5214838,Nova Crixás,,,,19,5,
GO,5214861,Nova Glória,,,,27,16,
GO,5214879,Nova Iguaçu de Goiás,,,,,3,
GO,5214903,Nova Roma,,37,2,3,2,
GO,5215009,Nova Veneza,18,14,13,16,15,
GO,5215207,Novo Brasil,6,13,15,9,8,
GO,5215231,Novo Gama,,,,,,
GO,5215256,Novo Planalto,,,,,3,
GO,5215306,Orizona,18,26,34,12,31,
GO,5215405,Ouro Verde de Goiás,9,9,5,5,7,
GO,5215504,Ouvidor,4,6,20,14,5,
GO,5215603,Padre Bernardo,4,12,27,37,35,
GO,5215652,Palestina de Goiás,,,,,4,
GO,5215702,Palmeiras de Goiás,72,64,79,58,43,
GO,5215801,Palmelo,4,8,3,3,3,
GO,5215900,Palminópolis,3,10,6,18,9,
GO,5216007,Panamá,8,7,3,2,4,
GO,5216304,Paranaiguara,17,9,14,15,17,
GO,5216403,Paraúna,30,46,21,21,12,
GO,5216452,Perolândia,,,,,1,
GO,5216809,Petrolina de Goiás,16,12,27,21,21,
GO,5216908,Pilar de Goiás,2,11,10,,1,
GO,5217104,Piracanjuba,36,40,57,45,38,
GO,5217203,Piranhas,13,34,46,17,26,
GO,5217302,Pirenópolis,41,75,97,129,52,
GO,5217401,Pires do Rio,30,44,55,33,57,
GO,5217609,Planaltina,3,2,11,19,30,
GO,5217708,Pontalina,29,37,41,17,47,
GO,5218003,Porangatu,19,40,71,73,73,
GO,5218052,Porteirão,,,,,,
GO,5218102,Portelândia,2,8,3,4,6,
GO,5218300,Posse,13,46,27,24,24,
GO,5218391,Professor Jamil,,,,,4,
GO,5218508,Quirinópolis,50,79,94,112,61,
GO,5218607,Rialma,18,14,23,22,26,
GO,5218706,Rianápolis,6,13,11,11,8,
GO,5218789,Rio Quente,,,,,4,
GO,5218805,Rio Verde,121,99,132,107,181,
GO,5218904,Rubiataba,40,45,44,59,85,
GO,5219001,Sanclerlândia,14,21,36,32,21,
GO,5219100,Santa Bárbara de Goiás,7,13,10,8,16,
GO,5219209,Santa Cruz de Goiás,5,5,2,1,1,
GO,5219258,Santa Fé de Goiás,,,,,4,
GO,5219308,Santa Helena de Goiás,47,39,44,51,49,
GO,5219357,Santa Isabel,,,,1,2,
GO,5219407,Santa Rita do Araguaia,3,12,13,13,6,
GO,5219456,Santa Rita do Novo Destino,,,,,,
GO,5219506,Santa Rosa de Goiás,11,7,8,6,6,
GO,5219605,Santa Tereza de Goiás,10,6,8,11,9,
GO,5219704,Santa Terezinha de Goiás,8,12,25,26,14,
GO,5219712,Santo Antônio da Barra,,,,,3,
GO,5219738,Santo Antônio de Goiás,,,,,5,
GO,5219753,Santo Antônio do Descoberto,,,,5,54,
GO,5219803,São Domingos,1,2,11,4,6,
GO,5219902,São Francisco de Goiás,7,5,10,6,13,
GO,5220009,São João d'Aliança,2,3,3,4,8,
GO,5220058,São João da Paraúna,,,,,5,
GO,5220108,São Luís de Montes Belos,35,77,69,76,36,
GO,5220157,São Luíz do Norte,,,,,4,
GO,5220207,São Miguel do Araguaia,16,28,39,35,28,
GO,5220264,São Miguel do Passa Quatro,,,,,6,
GO,5220280,São Patrício,,,,,,
GO,5220405,São Simão,26,28,25,28,21,
GO,5220454,Senador Canedo,,,,,45,
GO,5220504,Serranópolis,7,5,7,9,8,
GO,5220603,Silvânia,8,15,21,19,58,
GO,5220686,Simolândia,,,,,0,
GO,5220702,Sítio d'Abadia,,,1,,1,
GO,5221007,Taquaral de Goiás,26,27,21,25,8,
GO,5221080,Teresina de Goiás,,,,,1,
GO,5221197,Terezópolis de Goiás,,,,,4,
GO,5221304,Três Ranchos,5,6,5,7,2,
GO,5221403,Trindade,63,72,79,60,167,
GO,5221452,Trombas,,,,,5,
GO,5221502,Turvânia,8,17,14,12,13,
GO,5221551,Turvelândia,,,,,6,
GO,5221577,Uirapuru,,,,,1,
