Renda per capita
Sigla,Código,Município,1991,2000,
BA,2931806,Tremedal,54.43,78.75,
BA,2931905,Tucano,63.088,74.355,
BA,2932002,Uauá,51.072,83.92,
BA,2932101,Ubaíra,50.144,87.264,
BA,2932200,Ubaitaba,85.665,99.073,
BA,2932309,Ubatã,88.716,108.059,
BA,2932408,Uibaí,55.338,95.835,
BA,2932457,Umburanas,33.831,68.278,
BA,2932507,Una,62.171,84.115,
BA,2932606,Urandi,94.288,102.248,
BA,2932705,Uruçuca,51.653,84.065,
BA,2932804,Utinga,71.122,79.913,
BA,2932903,Valença,95.885,132.007,
BA,2933000,Valente,71.885,108.473,
BA,2933059,Várzea da Roça,45.377,66.949,
BA,2933109,Várzea do Poço,53.158,90.932,
BA,2933158,Várzea Nova,48.01,78.522,
BA,2933174,Varzedo,62.725,77.778,
BA,2933208,Vera Cruz,102.371,138.545,
BA,2933257,Vereda,79.121,87.997,
BA,2933307,Vitória da Conquista,139.877,204.895,
BA,2933406,Wagner,60.727,98.962,
BA,2933455,Wanderley,62.077,90.943,
BA,2933505,Wenceslau Guimarães,56.088,67.532,
BA,2933604,Xique-Xique,62.238,73.31,
BA,2999919,Trancoso,,,
BA,2999929,Barcellos,,,
BA,2999939,Olivença,,,
BA,2999949,Villa Verde,,,
CE,2300101,Abaiara,44.232,71.761,
CE,2300150,Acarapé,59.799,79.35,
CE,2300200,Acaraú,63.045,80.603,
CE,2300309,Acopiara,53.158,90.044,
CE,2300408,Aiuaba,39.228,51.763,
CE,2300507,Alcântaras,44.554,68.417,
CE,2300606,Altaneira,46.764,70.931,
CE,2300705,Alto Santo,62.638,92.751,
CE,2300754,Amontada,38.875,62.77,
CE,2300804,Antonina do Norte,51.8,73.913,
CE,2300903,Apuiarés,43.247,62.092,
CE,2301000,Aquiraz,76.76,123.292,
CE,2301109,Aracati,79.981,107.65,
CE,2301208,Aracoiaba,56.317,72.308,
CE,2301257,Ararendá,32.439,66.262,
CE,2301307,Araripe,38.926,64.137,
CE,2301406,Aratuba,59.902,61.535,
CE,2301505,Arneiroz,40.823,58.969,
CE,2301604,Assaré,49.696,65.21,
CE,2301703,Aurora,59.595,70.102,
CE,2301802,Baixio,40.445,67.469,
CE,2301851,Banabuiú,45.03,83.305,
CE,2301901,Barbalha,80.907,116.256,
CE,2301950,Barreira,65.359,75.166,
CE,2302008,Barro,48.851,86.46,
CE,2302057,Barroquinha,38.528,60.17,
CE,2302107,Baturité,70.986,106.158,
CE,2302206,Beberibe,60.309,81.178,
CE,2302305,Bela Cruz,57.271,61.867,
CE,2302404,Boa Viagem,47.042,82.681,
CE,2302503,Brejo Santo,89.349,114.538,
CE,2302602,Camocim,62.141,99.727,
CE,2302701,Campos Sales,64.01,123.877,
CE,2302800,Canindé,66.131,77.169,
CE,2302909,Capistrano,53.886,56.307,
CE,2303006,Caridade,51.561,67.73,
CE,2303105,Cariré,53.248,67.337,
CE,2303204,Caririaçu,40.272,62.514,
CE,2303303,Cariús,58.812,65.608,
CE,2303402,Carnaubal,44.817,75.973,
CE,2303501,Cascavel,63.447,115.948,
CE,2303600,Catarina,65.448,55.634,
CE,2303659,Catunda,37.992,57.479,
CE,2303709,Caucaia,102.712,129.234,
CE,2303808,Cedro,87.027,95.591,
CE,2303907,Chaval,49.574,69.088,
CE,2303931,Choró,45.941,53.276,
CE,2303956,Chorozinho,64.315,82.492,
CE,2304004,Coreaú,57.634,64.438,
CE,2304103,Crateús,79.3,121.214,
CE,2304202,Crato,114.669,168.045,
CE,2304236,Croatá,34.314,54.721,
CE,2304251,Cruz,61.625,73.025,
CE,2304269,Deputado Irapuan Pinheiro,56.157,82.784,
CE,2304277,Ererê,50.786,77.707,
CE,2304285,Eusébio,104.676,107.132,
CE,2304301,Farias Brito,51.065,72.434,
CE,2304350,Forquilha,62.48,92.357,
CE,2304400,Fortaleza,235.769,306.703,
CE,2304459,Fortim,69.501,101.23,
CE,2304509,Frecheirinha,61.45,70.4,
CE,2304608,General Sampaio,47.458,58.559,
CE,2304657,Graça,31.229,52.565,
CE,2304707,Granja,49.798,55.086,
CE,2304806,Granjeiro,39.003,52.768,
CE,2304905,Groaíras,60.517,84.732,
CE,2304954,Guaiúba,60.72,71.39,
CE,2305001,Guaraciaba do Norte,56.619,78.441,
CE,2305100,Guaramiranga,55.203,78.651,
CE,2305209,Hidrolândia,41.394,72.469,
CE,2305233,Horizonte,74.957,125.683,
CE,2305266,Ibaretama,44.049,62.561,
CE,2305308,Ibiapina,42.404,79.258,
CE,2305332,Ibicuitinga,53.898,68.082,
CE,2305357,Icapuí,85.265,90.609,
CE,2305407,Icó,59.257,86.903,
CE,2305506,Iguatu,114.639,151.133,
CE,2305605,Independência,54.278,98.137,
CE,2305654,Ipaporanga,44.392,55.009,
CE,2305704,Ipaumirim,50.695,83.497,
CE,2305803,Ipu,58.38,96.228,
CE,2305902,Ipueiras,47.93,67.222,
CE,2306009,Iracema,52.405,108.709,
CE,2306108,Irauçuba,47.723,62.658,
CE,2306207,Itaiçaba,55.77,79.145,
CE,2306256,Itaitinga,73.722,96.534,
CE,2306306,Itapagé,71.324,91.523,
CE,2306405,Itapipoca,49.896,83.118,
CE,2306504,Itapiúna,45.1,69.359,
CE,2306553,Itarema,57.103,63.1,
CE,2306603,Itatira,41.157,53.598,
CE,2306702,Jaguaretama,56.841,86.89,
CE,2306801,Jaguaribara,71.105,89.015,
CE,2306900,Jaguaribe,76.529,119.713,
CE,2307007,Jaguaruana,66.746,86.287,
CE,2307106,Jardim,48.926,66.156,
CE,2307205,Jati,53.934,90.957,
CE,2307254,Jijoca de Jericoacoara,53.255,91.191,
CE,2307304,Juazeiro do Norte,112.839,147.113,
CE,2307403,Jucás,46.032,65.557,
CE,2307502,Lavras da Mangabeira,55.32,70.568,
CE,2307601,Limoeiro do Norte,88.101,131.898,
CE,2307635,Madalena,43.379,73.614,
CE,2307650,Maracanaú,91.166,129.755,
CE,2307700,Maranguape,76.417,105.085,
CE,2307809,Marco,53.671,78.873,
CE,2307908,Martinópole,50.456,62.253,
CE,2308005,Massapê,53.288,69.012,
CE,2308104,Mauriti,44.491,84.382,
CE,2308203,Meruoca,43.242,79.385,
CE,2308302,Milagres,58.782,78.961,
CE,2308351,Milhã,37.118,81.188,
CE,2308377,Miraíma,38.042,50.13,
CE,2308401,Missão Velha,58.813,96.246,
CE,2308500,Mombaça,52.754,75.068,
CE,2308609,Monsenhor Tabosa,39.331,61.594,
CE,2308708,Morada Nova,73.921,109.139,
CE,2308807,Moraújo,52.914,54.897,
CE,2308906,Morrinhos,44.715,66.055,
CE,2309003,Mucambo,47.665,77.795,
CE,2309102,Mulungu,62.984,86.094,
CE,2309201,Nova Olinda,52.096,91.728,
CE,2309300,Nova Russas,63.796,103.073,
CE,2309409,Novo Oriente,51.896,78.532,
CE,2309458,Ocara,39.421,56.834,
CE,2309508,Orós,60.522,78.538,
CE,2309607,Pacajus,93.358,105.871,
CE,2309706,Pacatuba,79.934,100.163,
CE,2309805,Pacoti,61.942,78.513,
CE,2309904,Pacujá,89.843,76.116,
CE,2310001,Palhano,41.159,68.554,
CE,2310100,Palmácia,70.508,72.975,
CE,2310209,Paracuru,72.439,81.699,
CE,2310258,Paraipaba,73.855,84.539,
CE,2310298,Cococi,,,
CE,2310308,Parambu,59.872,68.166,
CE,2310407,Paramoti,44.447,57.62,
CE,2310506,Pedra Branca,46.832,81.904,
CE,2310605,Penaforte,51.135,92.085,
CE,2310704,Pentecoste,55.461,85.152,
CE,2310803,Pereiro,43.175,69.682,
CE,2310852,Pindoretama,64.499,104.22,
CE,2310902,Piquet Carneiro,51.712,72.558,
CE,2310951,Pires Ferreira,41.277,64.483,
CE,2311009,Poranga,41.545,63.774,
CE,2311108,Porteiras,54.053,86.061,
CE,2311207,Potengi,50.046,78.35,
CE,2311231,Potiretama,48.724,71.296,
CE,2311264,Quiterianópolis,27.659,71.981,
CE,2311306,Quixadá,83.905,101,
CE,2311355,Quixelô,65.627,66.711,
CE,2311405,Quixeramobim,75.442,85.841,
CE,2311504,Quixeré,66.303,82.657,
CE,2311603,Redenção,59.171,78.097,
CE,2311702,Reriutaba,58.462,77.629,
CE,2311801,Russas,93.008,110.329,
CE,2311900,Saboeiro,37.662,55.711,
CE,2311959,Salitre,33.124,55.196,
CE,2312007,Santana do Acaraú,54.599,79.143,
CE,2312106,Santana do Cariri,51.613,59.064,
CE,2312205,Santa Quitéria,44.001,81.634,
CE,2312304,São Benedito,51.732,90.852,
CE,2312403,São Gonçalo do Amarante,62.365,81.063,
CE,2312502,São João do Jaguaribe,75.234,110.743,
CE,2312601,São Luís do Curu,76.66,100.259,
CE,2312700,Senador Pompeu,85.334,104.288,
CE,2312809,Senador Sá,42.81,56.125,
CE,2312908,Sobral,103.571,151.567,
CE,2313005,Solonópole,51.322,82.997,
CE,2313104,Tabuleiro do Norte,97.625,123.395,
CE,2313203,Tamboril,48.566,57.941,
CE,2313252,Tarrafas,27.781,46.35,
CE,2313302,Tauá,67.508,105.847,
CE,2313351,Tejuçuoca,37.963,57.075,
CE,2313401,Tianguá,82.558,92.529,
CE,2313500,Trairi,47.764,61.576,
CE,2313559,Tururu,42.843,56.386,
CE,2313609,Ubajara,63.385,108.466,
CE,2313708,Umari,35.533,64.299,
CE,2313757,Umirim,47.748,58.015,
CE,2313807,Uruburetama,63.398,76.116,
CE,2313906,Uruoca,44.424,57.309,
CE,2313955,Varjota,66.115,90.684,
CE,2314003,Várzea Alegre,46.014,80.885,
CE,2314102,Viçosa do Ceará,45.964,57.649,
CE,2399919,Entre Rios,,,
CE,2399929,Mecejana,,,
CE,2399939,Vertentes,,,
DF,5300108,Brasília,472.24,605.406,
ES,3200102,Afonso Cláudio,107.771,183.754,
ES,3200136,Águia Branca,74.206,170.079,
ES,3200169,Água Doce do Norte,65.775,128.43,
ES,3200201,Alegre,142.201,216.979,
ES,3200300,Alfredo Chaves,142.213,197.849,
ES,3200359,Alto Rio Novo,104.926,174.254,
ES,3200409,Anchieta,146.335,227.802,
ES,3200508,Apiacá,118.906,179.339,
ES,3200607,Aracruz,212.515,250.451,
ES,3200706,Atilio Vivacqua,111.389,173.26,
ES,3200805,Baixo Guandu,110.884,187.528,
ES,3200904,Barra de São Francisco,108.39,185.771,
ES,3201001,Boa Esperança,111.739,171.298,
ES,3201100,Bom Jesus do Norte,137.469,208.954,
ES,3201159,Brejetuba,64.726,186.477,
ES,3201209,Cachoeiro de Itapemirim,212.723,275.616,
ES,3201308,Cariacica,158.304,215.2,
ES,3201407,Castelo,140.398,261.802,
ES,3201506,Colatina,173.043,272.347,
ES,3201605,Conceição da Barra,111.913,156.974,
ES,3201704,Conceição do Castelo,105.588,181.434,
ES,3201803,Divino de São Lourenço,83.181,127.372,
ES,3201902,Domingos Martins,139.88,221.948,
ES,3202009,Dores do Rio Preto,129.466,241.385,
ES,3202108,Ecoporanga,118.532,152.179,
ES,3202207,Fundão,170.645,229.923,
ES,3202256,Governador Lindenberg,,,
ES,3202306,Guaçuí,165.568,247.397,
ES,3202405,Guarapari,178.48,277.926,
ES,3202454,Ibatiba,92.283,216.562,
ES,3202504,Ibiraçu,154.252,282.021,
ES,3202553,Ibitirama,97.55,176.552,
ES,3202603,Iconha,157.334,313.32,
ES,3202652,Irupi,95.715,201.519,
ES,3202702,Itaguaçu,124.024,205.376,
ES,3202801,Itapemirim,99.139,153.957,
ES,3202900,Itarana,146.126,206.375,
ES,3203007,Iúna,119.597,227.991,
ES,3203056,Jaguaré,171.875,184.755,
ES,3203106,Jerônimo Monteiro,131.452,201.095,
ES,3203130,João Neiva,181.27,234.656,
ES,3203163,Laranja da Terra,87.866,167.46,
ES,3203205,Linhares,160.038,258.477,
ES,3203304,Mantenópolis,112.384,167.181,
ES,3203320,Marataízes,152.934,226.358,
ES,3203346,Marechal Floriano,138.325,246.766,
ES,3203353,Marilândia,137.801,188.97,
ES,3203403,Mimoso do Sul,100.329,185.545,
ES,3203502,Montanha,126.965,207.55,
ES,3203601,Mucurici,112.915,118.951,
ES,3203700,Muniz Freire,102.834,236.137,
ES,3203809,Muqui,126.366,211.538,
ES,3203908,Nova Venécia,128.724,220.083,
ES,3204005,Pancas,94.369,153.431,
ES,3204054,Pedro Canário,134.207,139.995,
ES,3204104,Pinheiros,148.263,160.823,
ES,3204203,Piúma,161.994,244.334,
ES,3204252,Ponto Belo,109.161,145.817,
ES,3204302,Presidente Kennedy,103.245,147.38,
ES,3204351,Rio Bananal,105.798,213.425,
ES,3204401,Rio Novo do Sul,134.815,200.622,
ES,3204500,Santa Leopoldina,92.245,149.559,
ES,3204559,Santa Maria de Jetibá,109.865,210.194,
ES,3204609,Santa Teresa,155.572,271.536,
ES,3204658,São Domingos do Norte,104.5,165.508,
ES,3204708,São Gabriel da Palha,121.298,242.479,
ES,3204807,São José do Calçado,122.412,205.971,
ES,3204906,São Mateus,174.941,229.859,
ES,3204955,São Roque do Canaã,114.718,201.21,
ES,3205002,Serra,173.298,233.944,
ES,3205010,Sooretama,79.316,161.189,
ES,3205036,Vargem Alta,97.262,195.166,
ES,3205069,Venda Nova do Imigrante,189.275,297.774,
ES,3205101,Viana,120.507,175.43,
ES,3205150,Vila Pavão,112.528,143.44,
ES,3205176,Vila Valério,118.127,190.743,
ES,3205200,Vila Velha,307.738,443.795,
ES,3205309,Vitória,450.799,667.675,
ES,3299919,Riacho,,,
ES,3299929,Ponte do Itabapoana,,,
GO,5200050,Abadia de Goiás,134.535,205.27,
GO,5200100,Abadiânia,136.501,168.306,
GO,5200134,Acreúna,166.944,249.956,
GO,5200159,Adelândia,134.798,164.756,
GO,5200175,Água Fria de Goiás,115.241,143.08,
GO,5200209,Água Limpa,157.254,231.213,
GO,5200258,Águas Lindas de Goiás,140.991,150.347,
GO,5200308,Alexânia,112.962,168.607,
GO,5200506,Aloândia,128.186,226.047,
GO,5200555,Alto Horizonte,105.458,178.175,
GO,5200605,Alto Paraíso de Goiás,113.118,203.05,
GO,5200803,Alvorada do Norte,108.848,150.832,
GO,5200829,Amaralina,99.712,89.305,
GO,5200852,Americano do Brasil,139.757,204.952,
GO,5200902,Amorinópolis,148.326,177.852,
GO,5201108,Anápolis,234.126,293.89,
GO,5201207,Anhanguera,136.215,190.669,
GO,5201306,Anicuns,128.914,217.933,
GO,5201405,Aparecida de Goiânia,150.587,201.683,
GO,5201454,Aparecida do Rio Doce,133.762,218.703,
GO,5201504,Aporé,143.138,273.284,
GO,5201603,Araçu,122.684,157.901,
GO,5201702,Aragarças,134.443,188.59,
GO,5201801,Aragoiânia,131.78,199.016,
GO,5202155,Araguapaz,108.613,213.515,
GO,5202353,Arenópolis,139.25,169.508,
GO,5202502,Aruanã,151.572,193.322,
GO,5202601,Aurilândia,168.975,175.301,
GO,5202809,Avelinópolis,139.911,220.542,
GO,5203104,Baliza,84.805,136.509,
GO,5203203,Barro Alto,95.705,143.905,
GO,5203302,Bela Vista de Goiás,173.257,199.217,
GO,5203401,Bom Jardim de Goiás,138.185,177.577,
GO,5203500,Bom Jesus de Goiás,177.067,240.91,
GO,5203559,Bonfinópolis,133.3,196.565,
GO,5203575,Bonópolis,96.076,148.43,
GO,5203609,Brazabrantes,123.105,156.91,
GO,5203807,Britânia,132.738,178.564,
GO,5203906,Buriti Alegre,197.225,229.417,
GO,5203939,Buriti de Goiás,96.697,158.364,
GO,5203962,Buritinópolis,58.442,68.889,
GO,5204003,Cabeceiras,108.136,149.264,
GO,5204102,Cachoeira Alta,193.106,251.537,
GO,5204201,Cachoeira de Goiás,148.938,171.805,
GO,5204250,Cachoeira Dourada,167.901,223.839,
GO,5204300,Caçu,241.815,276.404,
GO,5204409,Caiapônia,168.036,187.643,
GO,5204508,Caldas Novas,240.029,351.821,
GO,5204557,Caldazinha,118.987,219.014,
GO,5204607,Campestre de Goiás,111.395,157.68,
GO,5204656,Campinaçu,109.683,135.599,
GO,5204706,Campinorte,116.272,167.988,
GO,5204805,Campo Alegre de Goiás,222.744,294.208,
GO,5204854,Campo Limpo de Goiás,,,
GO,5204904,Campos Belos,135.008,147.725,
GO,5204953,Campos Verdes,133.766,143.043,
GO,5205000,Carmo do Rio Verde,109.162,174.268,
GO,5205059,Castelândia,138.034,209.71,
GO,5205109,Catalão,207.343,303.489,
GO,5205208,Caturaí,113.344,167.392,
GO,5205307,Cavalcante,70.569,91.495,
GO,5205406,Ceres,204.502,275.505,
GO,5205455,Cezarina,144.666,182.1,
GO,5205471,Chapadão do Céu,192.227,381.029,
GO,5205497,Cidade Ocidental,221.967,259.11,
GO,5205513,Cocalzinho de Goiás,122.656,138.4,
GO,5205521,Colinas do Sul,99.277,125.675,
GO,5205703,Córrego do Ouro,124.999,162.962,
GO,5205802,Corumbá de Goiás,124.389,175.441,
GO,5205901,Corumbaíba,160.518,217.24,
GO,5206206,Cristalina,155.957,221.351,
GO,5206305,Cristianópolis,172.203,252.91,
GO,5206404,Crixás,181.335,170.428,
GO,5206503,Cromínia,147.298,227.81,
GO,5206602,Cumari,136.113,198.988,
GO,5206701,Damianópolis,73.59,86.714,
GO,5206800,Damolândia,128.857,172.288,
GO,5206909,Davinópolis,136.301,169.566,
GO,5207105,Diorama,115.777,159.211,
GO,5207253,Doverlândia,116.749,175.619,
GO,5207352,Edealina,143.01,206.82,
GO,5207402,Edéia,191.651,266.671,
GO,5207501,Estrela do Norte,111.536,169.33,
GO,5207535,Faina,112.462,160.233,
GO,5207600,Fazenda Nova,132.229,166.946,
GO,5207808,Firminópolis,160.77,189.288,
GO,5207907,Flores de Goiás,78.14,111.656,
GO,5208004,Formosa,231.741,230.866,
GO,5208103,Formoso,139.278,169.832,
GO,5208152,Gameleira de Goiás,,,
GO,5208301,Divinópolis de Goiás,92.638,103.447,
GO,5208400,Goianápolis,134.995,147.649,
GO,5208509,Goiandira,155.651,224.941,
GO,5208608,Goianésia,158.237,202.499,
GO,5208707,Goiânia,359.199,508.296,
GO,5208806,Goianira,126.006,179.027,
GO,5208905,Goiás,155.73,197.544,
GO,5209101,Goiatuba,223.378,339.931,
GO,5209150,Gouvelândia,153.901,191.453,
GO,5209200,Guapó,154.179,182.433,
GO,5209291,Guaraíta,101.135,129.672,
GO,5209408,Guarani de Goiás,59.704,89.658,
GO,5209457,Guarinos,79.896,145.726,
GO,5209606,Heitoraí,123.728,189.659,
GO,5209705,Hidrolândia,114.517,210.992,
GO,5209804,Hidrolina,116.469,220.925,
GO,5209903,Iaciara,103.805,119.392,
GO,5209937,Inaciolândia,142.682,206.341,
GO,5209952,Indiara,167.818,193.262,
GO,5210000,Inhumas,190.997,256.276,
GO,5210109,Ipameri,155.349,214.698,
GO,5210158,Ipiranga de Goiás,,,
GO,5210208,Iporá,176.202,232.029,
GO,5210307,Israelândia,124.634,167.735,
GO,5210406,Itaberaí,166.335,254.248,
GO,5210562,Itaguari,129.062,199.565,
GO,5210604,Itaguaru,133.583,222.46,
GO,5210802,Itajá,180.165,216.734,
GO,5210901,Itapaci,157.11,173.381,
GO,5211008,Itapirapuã,137.291,150.698,
GO,5211206,Itapuranga,151.471,219.464,
GO,5211305,Itarumã,209.905,265.6,
GO,5211404,Itauçu,128.074,163.819,
GO,5211503,Itumbiara,228.66,289.318,
GO,5211602,Ivolândia,125.489,168.405,
GO,5211701,Jandaia,156.406,189.217,
GO,5211800,Jaraguá,125.197,194.481,
GO,5211909,Jataí,236.295,304.95,
GO,5212006,Jaupaci,160.195,169.359,
GO,5212055,Jesúpolis,113.788,171.638,
GO,5212105,Joviânia,206.763,325.604,
GO,5212204,Jussara,176.689,211.525,
GO,5212253,Lagoa Santa,,,
GO,5212303,Leopoldo de Bulhões,135.15,194.274,
GO,5212501,Luziânia,176.239,209.95,
GO,5212600,Mairipotaba,156.627,236.071,
GO,5212709,Mambaí,65.34,95.947,
GO,5212808,Mara Rosa,150.082,154.262,
GO,5212907,Marzagão,153.784,222.072,
GO,5212956,Matrinchã,128.164,161.148,
GO,5213004,Maurilândia,180.452,184.775,
GO,5213053,Mimoso de Goiás,84.855,117.295,
GO,5213087,Minaçu,142.146,187.431,
GO,5213103,Mineiros,262.484,289.857,
GO,5213400,Moiporá,132.421,176.395,
GO,5213509,Monte Alegre de Goiás,81.837,91.353,
GO,5213707,Montes Claros de Goiás,164.108,194.332,
GO,5213756,Montividiu,229.147,383.357,
GO,5213772,Montividiu do Norte,80.78,95.821,
GO,5213806,Morrinhos,179.156,348.563,
GO,5213855,Morro Agudo de Goiás,111.265,159.979,
GO,5213905,Mossâmedes,113.359,194.118,
GO,5214002,Mozarlândia,139.426,202.632,
GO,5214051,Mundo Novo,129.767,153.625,
GO,5214101,Mutunópolis,101.875,165.784,
GO,5214408,Nazário,134.539,202.017,
GO,5214507,Nerópolis,146.325,232.173,
GO,5214606,Niquelândia,125.403,209.602,
GO,5214705,Nova América,114.522,147.169,
GO,5214804,Nova Aurora,131.78,236.886,
GO,5214838,Nova Crixás,145.144,189.124,
GO,5214861,Nova Glória,103.723,147.257,
GO,5214879,Nova Iguaçu de Goiás,122.773,182.954,
GO,5214903,Nova Roma,83.003,103.788,
GO,5215009,Nova Veneza,125.462,169.981,
GO,5215207,Novo Brasil,139.006,182.687,
GO,5215231,Novo Gama,160.64,186.672,
GO,5215256,Novo Planalto,131.34,149.179,
GO,5215306,Orizona,129.19,245.554,
GO,5215405,Ouro Verde de Goiás,166.716,177.283,
GO,5215504,Ouvidor,152.692,211.205,
GO,5215603,Padre Bernardo,101.87,163.146,
GO,5215652,Palestina de Goiás,118.481,178.302,
GO,5215702,Palmeiras de Goiás,167.603,185.394,
GO,5215801,Palmelo,136.157,220.178,
GO,5215900,Palminópolis,136.633,220.41,
GO,5216007,Panamá,165.839,182.558,
GO,5216304,Paranaiguara,203.43,241.722,
GO,5216403,Paraúna,176.911,245.927,
GO,5216452,Perolândia,131.965,211.07,
GO,5216809,Petrolina de Goiás,113.392,192.064,
GO,5216908,Pilar de Goiás,113.933,130.363,
GO,5217104,Piracanjuba,213.712,250.503,
GO,5217203,Piranhas,158.149,190.724,
GO,5217302,Pirenópolis,125.012,180.76,
GO,5217401,Pires do Rio,195.434,311.433,
GO,5217609,Planaltina,125.396,159.141,
GO,5217708,Pontalina,176.627,381.289,
GO,5218003,Porangatu,150.841,295.854,
GO,5218052,Porteirão,108.162,256.732,
GO,5218102,Portelândia,137.037,237.931,
GO,5218300,Posse,112.572,153.087,
GO,5218391,Professor Jamil,123.271,203.689,
GO,5218508,Quirinópolis,205.633,243.296,
GO,5218607,Rialma,144.959,313.301,
GO,5218706,Rianápolis,133.23,231.535,
GO,5218789,Rio Quente,135.582,379.328,
GO,5218805,Rio Verde,220.782,339.813,
GO,5218904,Rubiataba,137.293,201.809,
GO,5219001,Sanclerlândia,124.971,172.19,
GO,5219100,Santa Bárbara de Goiás,114.582,172.848,
GO,5219209,Santa Cruz de Goiás,145.221,261.523,
GO,5219258,Santa Fé de Goiás,146.991,157.142,
GO,5219308,Santa Helena de Goiás,201.465,220.851,
GO,5219357,Santa Isabel,132.336,157.424,
GO,5219407,Santa Rita do Araguaia,206.31,208.767,
GO,5219456,Santa Rita do Novo Destino,91.598,139.489,
GO,5219506,Santa Rosa de Goiás,153.728,165.587,
GO,5219605,Santa Tereza de Goiás,119.259,189.885,
GO,5219704,Santa Terezinha de Goiás,160.599,158.745,
GO,5219712,Santo Antônio da Barra,124.649,168.513,
GO,5219738,Santo Antônio de Goiás,95.997,215.349,
GO,5219753,Santo Antônio do Descoberto,133.677,141.711,
GO,5219803,São Domingos,83.04,106.031,
GO,5219902,São Francisco de Goiás,105.543,169.986,
GO,5220009,São João d'Aliança,107.447,193.13,
GO,5220058,São João da Paraúna,141.458,227.277,
GO,5220108,São Luís de Montes Belos,163.921,238.745,
GO,5220157,São Luíz do Norte,100.269,158.003,
GO,5220207,São Miguel do Araguaia,159.865,222.2,
GO,5220264,São Miguel do Passa Quatro,138.485,230.391,
GO,5220280,São Patrício,123.793,160.584,
GO,5220405,São Simão,130.732,233.652,
GO,5220454,Senador Canedo,105.503,158.249,
GO,5220504,Serranópolis,199.01,241.271,
GO,5220603,Silvânia,169.716,235.352,
GO,5220686,Simolândia,67.016,112.472,
GO,5220702,Sítio d'Abadia,69.661,96.552,
GO,5221007,Taquaral de Goiás,103.235,186.408,
GO,5221080,Teresina de Goiás,162.288,119.932,
GO,5221197,Terezópolis de Goiás,96.126,163.745,
GO,5221304,Três Ranchos,126.901,199.589,
GO,5221403,Trindade,150.342,184.447,
GO,5221452,Trombas,84.712,140.48,
GO,5221502,Turvânia,147.202,202.136,
GO,5221551,Turvelândia,131.292,181.339,
GO,5221577,Uirapuru,96.148,125.046,
GO,5221601,Uruaçu,160.849,192.721,
GO,5221700,Uruana,183.82,201.567,
GO,5221809,Urutaí,159.697,218.238,
GO,5221858,Valparaíso de Goiás,246.192,284.097,
GO,5221908,Varjão,124.944,175.742,
GO,5222005,Vianópolis,160.012,355.471,
GO,5222054,Vicentinópolis,186.19,259.839,
GO,5222203,Vila Boa,97.021,127.437,
